xi, eta, zeta, a, b, c, particle index (in cuboids)
35.65190846, 25.53994819, 14.47196357, 1.004062421, 2.008124841, 1.004062421, 1
37.6600333, 26.54401061, 3.427276947, 1.004062421, 1.004062421, 2.008124841, 1
38.66409572, 44.61713418, 18.48821326, 2.008124841, 1.004062421, 1.004062421, 1
43.68440782, 23.53182335, 18.48821326, 1.004062421, 2.008124841, 1.004062421, 1
43.68440782, 27.54807303, 20.4963381, 1.004062421, 2.008124841, 1.004062421, 1
45.69253266, 18.51151125, 9.45165147, 1.004062421, 1.004062421, 2.008124841, 1
47.7006575, 25.53994819, 18.48821326, 1.004062421, 2.008124841, 1.004062421, 1
47.7006575, 37.58869724, 18.48821326, 1.004062421, 2.008124841, 1.004062421, 1
49.70878235, 42.60900934, 9.45165147, 1.004062421, 1.004062421, 2.008124841, 1
51.71690719, 23.53182335, 14.47196357, 1.004062421, 2.008124841, 1.004062421, 1
55.73315687, 20.51963609, 11.45977631, 1.004062421, 1.004062421, 2.008124841, 1
55.73315687, 40.6008845, 9.45165147, 1.004062421, 1.004062421, 2.008124841, 1
56.73721929, 26.54401061, 10.45571389, 2.008124841, 1.004062421, 1.004062421, 1
57.74128171, 36.58463482, 7.443526629, 1.004062421, 1.004062421, 2.008124841, 1
58.74534413, 28.55213545, 10.45571389, 2.008124841, 1.004062421, 1.004062421, 1
23.60315941, 34.57650997, 14.47196357, 1.004062421, 1.004062421, 1.004062421, 1
25.61128425, 38.59275966, 6.439464209, 1.004062421, 1.004062421, 1.004062421, 1
25.61128425, 38.59275966, 16.48008841, 1.004062421, 1.004062421, 1.004062421, 1
27.61940909, 38.59275966, 14.47196357, 1.004062421, 1.004062421, 1.004062421, 1
31.63565877, 32.56838513, 2.423214526, 1.004062421, 1.004062421, 1.004062421, 1
31.63565877, 38.59275966, 0.415089685, 1.004062421, 1.004062421, 1.004062421, 1
31.63565877, 44.61713418, 2.423214526, 1.004062421, 1.004062421, 1.004062421, 1
33.64378362, 26.54401061, 14.47196357, 1.004062421, 1.004062421, 1.004062421, 1
35.65190846, 22.52776093, 12.46383873, 1.004062421, 1.004062421, 1.004062421, 1
35.65190846, 26.54401061, 16.48008841, 1.004062421, 1.004062421, 1.004062421, 1
35.65190846, 40.6008845, 20.4963381, 1.004062421, 1.004062421, 1.004062421, 1
35.65190846, 42.60900934, 0.415089685, 1.004062421, 1.004062421, 1.004062421, 1
35.65190846, 46.62525902, 10.45571389, 1.004062421, 1.004062421, 1.004062421, 1
35.65190846, 48.63338386, 2.423214526, 1.004062421, 1.004062421, 1.004062421, 1
37.6600333, 20.51963609, 12.46383873, 1.004062421, 1.004062421, 1.004062421, 1
37.6600333, 26.54401061, 8.44758905, 1.004062421, 1.004062421, 1.004062421, 1
37.6600333, 32.56838513, 18.48821326, 1.004062421, 1.004062421, 1.004062421, 1
37.6600333, 48.63338386, 6.439464209, 1.004062421, 1.004062421, 1.004062421, 1
39.66815814, 22.52776093, 8.44758905, 1.004062421, 1.004062421, 1.004062421, 1
39.66815814, 28.55213545, 0.415089685, 1.004062421, 1.004062421, 1.004062421, 1
39.66815814, 42.60900934, 20.4963381, 1.004062421, 1.004062421, 1.004062421, 1
41.67628298, 18.51151125, 14.47196357, 1.004062421, 1.004062421, 1.004062421, 1
41.67628298, 20.51963609, 8.44758905, 1.004062421, 1.004062421, 1.004062421, 1
41.67628298, 20.51963609, 16.48008841, 1.004062421, 1.004062421, 1.004062421, 1
41.67628298, 24.53588577, 18.48821326, 1.004062421, 1.004062421, 1.004062421, 1
41.67628298, 28.55213545, 20.4963381, 1.004062421, 1.004062421, 1.004062421, 1
41.67628298, 38.59275966, 20.4963381, 1.004062421, 1.004062421, 1.004062421, 1
43.68440782, 44.61713418, 14.47196357, 1.004062421, 1.004062421, 1.004062421, 1
45.69253266, 38.59275966, 2.423214526, 1.004062421, 1.004062421, 1.004062421, 1
47.7006575, 20.51963609, 18.48821326, 1.004062421, 1.004062421, 1.004062421, 1
47.7006575, 44.61713418, 8.44758905, 1.004062421, 1.004062421, 1.004062421, 1
49.70878235, 16.5033864, 10.45571389, 1.004062421, 1.004062421, 1.004062421, 1
49.70878235, 22.52776093, 16.48008841, 1.004062421, 1.004062421, 1.004062421, 1
49.70878235, 26.54401061, 16.48008841, 1.004062421, 1.004062421, 1.004062421, 1
49.70878235, 32.56838513, 16.48008841, 1.004062421, 1.004062421, 1.004062421, 1
51.71690719, 16.5033864, 8.44758905, 1.004062421, 1.004062421, 1.004062421, 1
51.71690719, 20.51963609, 16.48008841, 1.004062421, 1.004062421, 1.004062421, 1
51.71690719, 36.58463482, 14.47196357, 1.004062421, 1.004062421, 1.004062421, 1
53.72503203, 18.51151125, 10.45571389, 1.004062421, 1.004062421, 1.004062421, 1
53.72503203, 18.51151125, 14.47196357, 1.004062421, 1.004062421, 1.004062421, 1
53.72503203, 32.56838513, 2.423214526, 1.004062421, 1.004062421, 1.004062421, 1
53.72503203, 38.59275966, 12.46383873, 1.004062421, 1.004062421, 1.004062421, 1
53.72503203, 40.6008845, 10.45571389, 1.004062421, 1.004062421, 1.004062421, 1
55.73315687, 24.53588577, 4.431339368, 1.004062421, 1.004062421, 1.004062421, 1
55.73315687, 26.54401061, 2.423214526, 1.004062421, 1.004062421, 1.004062421, 1
55.73315687, 36.58463482, 4.431339368, 1.004062421, 1.004062421, 1.004062421, 1
57.74128171, 22.52776093, 10.45571389, 1.004062421, 1.004062421, 1.004062421, 1
57.74128171, 36.58463482, 12.46383873, 1.004062421, 1.004062421, 1.004062421, 1
57.74128171, 38.59275966, 8.44758905, 1.004062421, 1.004062421, 1.004062421, 1
59.74940655, 26.54401061, 6.439464209, 1.004062421, 1.004062421, 1.004062421, 1
59.74940655, 36.58463482, 8.44758905, 1.004062421, 1.004062421, 1.004062421, 1
61.75753139, 32.56838513, 10.45571389, 1.004062421, 1.004062421, 1.004062421, 1
93.59802548, 43.72445875, 7.09227282, 4.988094483, 5.98571338, 4.988094483, 2
85.61707431, 43.72445875, 5.097035027, 2.99285669, 3.990475587, 2.99285669, 2
85.61707431, 47.71493434, 10.08512951, 2.99285669, 3.990475587, 1.995237793, 2
99.58373886, 44.72207765, 6.094653924, 0.997618897, 4.988094483, 3.990475587, 2
80.62897982, 46.71731544, 5.097035027, 1.995237793, 2.99285669, 2.99285669, 2
91.60278769, 50.70779103, 10.08512951, 2.99285669, 0.997618897, 5.98571338, 2
93.59802548, 46.71731544, 14.0756051, 2.99285669, 2.99285669, 1.995237793, 2
92.60040658, 36.74112648, 7.09227282, 3.990475587, 0.997618897, 2.99285669, 2
102.5765955, 44.72207765, 6.094653924, 1.995237793, 2.99285669, 1.995237793, 2
87.6123121, 52.70302882, 11.08274841, 2.99285669, 0.997618897, 2.99285669, 2
93.59802548, 42.72683986, 1.10655944, 2.99285669, 2.99285669, 0.997618897, 2
97.58850107, 50.70779103, 5.097035027, 2.99285669, 0.997618897, 2.99285669, 2
84.61945541, 50.70779103, 7.09227282, 1.995237793, 2.99285669, 0.997618897, 2
85.61707431, 38.73636427, 4.09941613, 2.99285669, 0.997618897, 1.995237793, 2
86.6146932, 48.71255324, 13.0779862, 1.995237793, 2.99285669, 0.997618897, 2
91.60278769, 41.72922096, 13.0779862, 2.99285669, 1.995237793, 0.997618897, 2
94.59564438, 52.70302882, 5.097035027, 1.995237793, 0.997618897, 2.99285669, 2
77.63612313, 47.71493434, 4.09941613, 0.997618897, 1.995237793, 1.995237793, 2
81.62659872, 41.72922096, 4.09941613, 0.997618897, 1.995237793, 1.995237793, 2
80.62897982, 50.70779103, 6.094653924, 1.995237793, 0.997618897, 1.995237793, 2
87.6123121, 41.72922096, 10.08512951, 0.997618897, 1.995237793, 1.995237793, 2
89.60754989, 47.71493434, 14.0756051, 0.997618897, 1.995237793, 1.995237793, 2
99.58373886, 45.71969655, 11.08274841, 0.997618897, 3.990475587, 0.997618897, 2
81.62659872, 48.71255324, 9.087510613, 0.997618897, 2.99285669, 0.997618897, 2
87.6123121, 48.71255324, 5.097035027, 0.997618897, 0.997618897, 2.99285669, 2
87.6123121, 50.70779103, 15.07322399, 0.997618897, 2.99285669, 0.997618897, 2
97.58850107, 44.72207765, 13.0779862, 0.997618897, 2.99285669, 0.997618897, 2
101.5789767, 44.72207765, 9.087510613, 0.997618897, 2.99285669, 0.997618897, 2
79.63136093, 42.72683986, 4.09941613, 0.997618897, 0.997618897, 1.995237793, 2
83.62183651, 48.71255324, 4.09941613, 0.997618897, 0.997618897, 1.995237793, 2
85.61707431, 41.72922096, 9.087510613, 0.997618897, 1.995237793, 0.997618897, 2
85.61707431, 49.71017213, 5.097035027, 0.997618897, 1.995237793, 0.997618897, 2
87.6123121, 37.73874537, 7.09227282, 0.997618897, 1.995237793, 0.997618897, 2
88.609931, 44.72207765, 13.0779862, 1.995237793, 0.997618897, 0.997618897, 2
89.60754989, 49.71017213, 17.06846179, 0.997618897, 1.995237793, 0.997618897, 2
91.60278769, 47.71493434, 17.06846179, 0.997618897, 1.995237793, 0.997618897, 2
90.60516879, 52.70302882, 5.097035027, 1.995237793, 0.997618897, 0.997618897, 2
90.60516879, 52.70302882, 15.07322399, 1.995237793, 0.997618897, 0.997618897, 2
92.60040658, 46.71731544, 1.10655944, 1.995237793, 0.997618897, 0.997618897, 2
92.60040658, 50.70779103, 3.101797234, 1.995237793, 0.997618897, 0.997618897, 2
92.60040658, 54.69826662, 3.101797234, 1.995237793, 0.997618897, 0.997618897, 2
97.58850107, 43.72445875, 1.10655944, 0.997618897, 1.995237793, 0.997618897, 2
97.58850107, 50.70779103, 10.08512951, 0.997618897, 0.997618897, 1.995237793, 2
97.58850107, 52.70302882, 6.094653924, 0.997618897, 0.997618897, 1.995237793, 2
99.58373886, 38.73636427, 6.094653924, 0.997618897, 0.997618897, 1.995237793, 2
101.5789767, 40.73160206, 6.094653924, 0.997618897, 0.997618897, 1.995237793, 2
101.5789767, 45.71969655, 3.101797234, 0.997618897, 1.995237793, 0.997618897, 2
101.5789767, 48.71255324, 6.094653924, 0.997618897, 0.997618897, 1.995237793, 2
77.63612313, 44.72207765, 3.101797234, 0.997618897, 0.997618897, 0.997618897, 2
79.63136093, 40.73160206, 5.097035027, 0.997618897, 0.997618897, 0.997618897, 2
79.63136093, 44.72207765, 1.10655944, 0.997618897, 0.997618897, 0.997618897, 2
81.62659872, 42.72683986, 7.09227282, 0.997618897, 0.997618897, 0.997618897, 2
83.62183651, 42.72683986, 9.087510613, 0.997618897, 0.997618897, 0.997618897, 2
83.62183651, 52.70302882, 9.087510613, 0.997618897, 0.997618897, 0.997618897, 2
85.61707431, 38.73636427, 7.09227282, 0.997618897, 0.997618897, 0.997618897, 2
85.61707431, 42.72683986, 1.10655944, 0.997618897, 0.997618897, 0.997618897, 2
85.61707431, 42.72683986, 11.08274841, 0.997618897, 0.997618897, 0.997618897, 2
87.6123121, 38.73636427, 9.087510613, 0.997618897, 0.997618897, 0.997618897, 2
87.6123121, 50.70779103, 7.09227282, 0.997618897, 0.997618897, 0.997618897, 2
89.60754989, 40.73160206, 1.10655944, 0.997618897, 0.997618897, 0.997618897, 2
89.60754989, 56.69350441, 3.101797234, 0.997618897, 0.997618897, 0.997618897, 2
91.60278769, 34.74588868, 7.09227282, 0.997618897, 0.997618897, 0.997618897, 2
91.60278769, 42.72683986, 15.07322399, 0.997618897, 0.997618897, 0.997618897, 2
91.60278769, 52.70302882, 11.08274841, 0.997618897, 0.997618897, 0.997618897, 2
93.59802548, 36.74112648, 11.08274841, 0.997618897, 0.997618897, 0.997618897, 2
93.59802548, 48.71255324, 1.10655944, 0.997618897, 0.997618897, 0.997618897, 2
95.59326327, 42.72683986, 13.0779862, 0.997618897, 0.997618897, 0.997618897, 2
95.59326327, 50.70779103, 9.087510613, 0.997618897, 0.997618897, 0.997618897, 2
95.59326327, 54.69826662, 7.09227282, 0.997618897, 0.997618897, 0.997618897, 2
97.58850107, 54.69826662, 5.097035027, 0.997618897, 0.997618897, 0.997618897, 2
99.58373886, 42.72683986, 1.10655944, 0.997618897, 0.997618897, 0.997618897, 2
99.58373886, 46.71731544, 13.0779862, 0.997618897, 0.997618897, 0.997618897, 2
60.12364854, 52.63734737, 29.13606844, 1.102669044, 2.205338089, 2.205338089, 3
57.91831045, 53.74001642, 25.82806131, 1.102669044, 1.102669044, 1.102669044, 3
60.12364854, 51.53467833, 25.82806131, 1.102669044, 1.102669044, 1.102669044, 3
60.12364854, 55.9453545, 28.0333994, 1.102669044, 1.102669044, 1.102669044, 3
62.32898663, 51.53467833, 28.0333994, 1.102669044, 1.102669044, 1.102669044, 3
16.5986169, 55.49595938, 16.50137681, 0.965729979, 2.897189936, 0.965729979, 4
14.66715694, 54.5302294, 14.56991686, 0.965729979, 1.931459957, 0.965729979, 4
16.5986169, 55.49595938, 14.56991686, 0.965729979, 0.965729979, 0.965729979, 4
18.53007686, 55.49595938, 16.50137681, 0.965729979, 0.965729979, 0.965729979, 4
175.0196223, 65.98574011, 4.039438039, 2.047370996, 2.047370996, 2.047370996, 5
175.0196223, 69.05679661, 6.086809035, 2.047370996, 1.023685498, 2.047370996, 5
176.0433078, 67.00942561, 7.110494533, 3.071056494, 1.023685498, 1.023685498, 5
171.9485658, 68.03311111, 5.063123537, 1.023685498, 2.047370996, 1.023685498, 5
178.0906788, 64.96205462, 4.039438039, 1.023685498, 1.023685498, 2.047370996, 5
173.9959368, 69.05679661, 3.015752541, 1.023685498, 1.023685498, 1.023685498, 5
178.0906788, 67.00942561, 3.015752541, 1.023685498, 1.023685498, 1.023685498, 5
46.07335652, 76.77480919, 30.37504105, 4.048332647, 2.024166323, 2.024166323, 6
46.07335652, 76.77480919, 27.33879156, 2.024166323, 2.024166323, 1.012083162, 6
47.08543968, 73.7385597, 29.36295789, 3.036249485, 1.012083162, 1.012083162, 6
46.07335652, 75.76272602, 33.41129053, 2.024166323, 1.012083162, 1.012083162, 6
51.13377233, 75.76272602, 30.37504105, 1.012083162, 1.012083162, 2.024166323, 6
43.03710704, 73.7385597, 31.38712421, 1.012083162, 1.012083162, 1.012083162, 6
47.08543968, 73.7385597, 31.38712421, 1.012083162, 1.012083162, 1.012083162, 6
49.10960601, 75.76272602, 27.33879156, 1.012083162, 1.012083162, 1.012083162, 6
33.45763452, 78.64180227, 33.3815081, 0.813423014, 0.813423014, 0.813423014, 7
35.08448055, 80.2686483, 33.3815081, 0.813423014, 0.813423014, 0.813423014, 7
142.933963, 91.96104033, 12.14939022, 5.019334074, 5.019334074, 6.023200889, 8
149.9610307, 90.95717352, 13.15325704, 2.00773363, 4.015467259, 5.019334074, 8
144.9416967, 85.93783945, 14.15712385, 5.019334074, 1.003866815, 6.023200889, 8
144.9416967, 97.98424122, 9.137789777, 5.019334074, 1.003866815, 5.019334074, 8
144.9416967, 90.95717352, 19.17645793, 5.019334074, 4.015467259, 1.003866815, 8
144.9416967, 93.96877396, 4.118455702, 3.011600445, 3.011600445, 2.00773363, 8
136.9107622, 90.95717352, 14.15712385, 1.003866815, 4.015467259, 4.015467259, 8
144.9416967, 83.93010582, 15.16099067, 5.019334074, 1.003866815, 3.011600445, 8
149.9610307, 95.97650759, 10.14165659, 2.00773363, 1.003866815, 6.023200889, 8
144.9416967, 89.9533067, 21.18419155, 3.011600445, 3.011600445, 1.003866815, 8
146.9494303, 99.99197485, 5.122322517, 3.011600445, 1.003866815, 3.011600445, 8
152.9726312, 91.96104033, 13.15325704, 1.003866815, 3.011600445, 3.011600445, 8
134.9030285, 88.94943989, 15.16099067, 1.003866815, 2.00773363, 3.011600445, 8
142.933963, 99.99197485, 10.14165659, 3.011600445, 1.003866815, 2.00773363, 8
144.9416967, 88.94943989, 5.122322517, 3.011600445, 2.00773363, 1.003866815, 8
138.9184958, 85.93783945, 13.15325704, 1.003866815, 1.003866815, 5.019334074, 8
136.9107622, 92.96490715, 9.137789777, 1.003866815, 4.015467259, 1.003866815, 8
140.9262294, 92.96490715, 5.122322517, 1.003866815, 4.015467259, 1.003866815, 8
145.9455635, 83.93010582, 10.14165659, 2.00773363, 1.003866815, 2.00773363, 8
148.9571639, 92.96490715, 6.126189332, 1.003866815, 2.00773363, 2.00773363, 8
145.9455635, 97.98424122, 3.114588887, 4.015467259, 1.003866815, 1.003866815, 8
152.9726312, 95.97650759, 10.14165659, 1.003866815, 1.003866815, 4.015467259, 8
138.9184958, 97.98424122, 11.14552341, 1.003866815, 1.003866815, 3.011600445, 8
142.933963, 97.98424122, 15.16099067, 3.011600445, 1.003866815, 1.003866815, 8
144.9416967, 85.93783945, 7.130056147, 3.011600445, 1.003866815, 1.003866815, 8
150.9648976, 85.93783945, 13.15325704, 1.003866815, 1.003866815, 3.011600445, 8
150.9648976, 97.98424122, 7.130056147, 1.003866815, 1.003866815, 3.011600445, 8
134.9030285, 92.96490715, 13.15325704, 1.003866815, 2.00773363, 1.003866815, 8
134.9030285, 92.96490715, 17.1687243, 1.003866815, 2.00773363, 1.003866815, 8
136.9107622, 85.93783945, 14.15712385, 1.003866815, 1.003866815, 2.00773363, 8
136.9107622, 95.97650759, 14.15712385, 1.003866815, 1.003866815, 2.00773363, 8
138.9184958, 88.94943989, 19.17645793, 1.003866815, 2.00773363, 1.003866815, 8
140.9262294, 88.94943989, 21.18419155, 1.003866815, 2.00773363, 1.003866815, 8
142.933963, 99.99197485, 6.126189332, 1.003866815, 1.003866815, 2.00773363, 8
145.9455635, 93.96877396, 21.18419155, 2.00773363, 1.003866815, 1.003866815, 8
148.9571639, 88.94943989, 7.130056147, 1.003866815, 2.00773363, 1.003866815, 8
148.9571639, 89.9533067, 22.18805837, 1.003866815, 1.003866815, 2.00773363, 8
148.9571639, 94.97264078, 3.114588887, 1.003866815, 2.00773363, 1.003866815, 8
150.9648976, 91.96104033, 20.18032474, 1.003866815, 1.003866815, 2.00773363, 8
150.9648976, 92.96490715, 7.130056147, 1.003866815, 2.00773363, 1.003866815, 8
152.9726312, 92.96490715, 9.137789777, 1.003866815, 2.00773363, 1.003866815, 8
134.9030285, 85.93783945, 17.1687243, 1.003866815, 1.003866815, 1.003866815, 8
136.9107622, 97.98424122, 13.15325704, 1.003866815, 1.003866815, 1.003866815, 8
138.9184958, 83.93010582, 15.16099067, 1.003866815, 1.003866815, 1.003866815, 8
138.9184958, 91.96104033, 5.122322517, 1.003866815, 1.003866815, 1.003866815, 8
138.9184958, 99.99197485, 9.137789777, 1.003866815, 1.003866815, 1.003866815, 8
140.9262294, 83.93010582, 11.14552341, 1.003866815, 1.003866815, 1.003866815, 8
142.933963, 83.93010582, 9.137789777, 1.003866815, 1.003866815, 1.003866815, 8
142.933963, 83.93010582, 19.17645793, 1.003866815, 1.003866815, 1.003866815, 8
144.9416967, 81.92237219, 15.16099067, 1.003866815, 1.003866815, 1.003866815, 8
144.9416967, 89.9533067, 3.114588887, 1.003866815, 1.003866815, 1.003866815, 8
144.9416967, 97.98424122, 1.106855258, 1.003866815, 1.003866815, 1.003866815, 8
144.9416967, 99.99197485, 13.15325704, 1.003866815, 1.003866815, 1.003866815, 8
148.9571639, 81.92237219, 13.15325704, 1.003866815, 1.003866815, 1.003866815, 8
148.9571639, 83.93010582, 11.14552341, 1.003866815, 1.003866815, 1.003866815, 8
148.9571639, 91.96104033, 21.18419155, 1.003866815, 1.003866815, 1.003866815, 8
150.9648976, 99.99197485, 5.122322517, 1.003866815, 1.003866815, 1.003866815, 8
152.9726312, 87.94557307, 13.15325704, 1.003866815, 1.003866815, 1.003866815, 8
127.7076665, 97.68737608, 27.62715697, 3.985559043, 3.985559043, 3.985559043, 9
122.7257177, 101.6729351, 26.63076721, 0.996389761, 5.978338565, 2.989169282, 9
127.7076665, 99.68015561, 22.64520817, 3.985559043, 3.985559043, 0.996389761, 9
132.6896154, 97.68737608, 25.63437745, 0.996389761, 3.985559043, 3.985559043, 9
125.714887, 103.6657146, 26.63076721, 1.992779522, 1.992779522, 2.989169282, 9
128.7040563, 92.70542728, 26.63076721, 2.989169282, 0.996389761, 2.989169282, 9
120.7329382, 101.6729351, 28.62354673, 0.996389761, 1.992779522, 2.989169282, 9
122.7257177, 99.68015561, 31.61271602, 0.996389761, 1.992779522, 1.992779522, 9
127.7076665, 100.6765454, 20.65242865, 3.985559043, 0.996389761, 0.996389761, 9
129.7004461, 102.6693249, 25.63437745, 1.992779522, 0.996389761, 1.992779522, 9
118.7401587, 102.6693249, 28.62354673, 0.996389761, 2.989169282, 0.996389761, 9
128.7040563, 94.6982068, 22.64520817, 2.989169282, 0.996389761, 0.996389761, 9
132.6896154, 96.69098632, 30.61632625, 0.996389761, 2.989169282, 0.996389761, 9
120.7329382, 97.68737608, 28.62354673, 0.996389761, 1.992779522, 0.996389761, 9
120.7329382, 104.6621044, 27.62715697, 0.996389761, 0.996389761, 1.992779522, 9
122.7257177, 101.6729351, 22.64520817, 0.996389761, 1.992779522, 0.996389761, 9
123.7221075, 102.6693249, 30.61632625, 1.992779522, 0.996389761, 0.996389761, 9
128.7040563, 97.68737608, 32.60910578, 0.996389761, 1.992779522, 0.996389761, 9
130.6968358, 97.68737608, 20.65242865, 0.996389761, 1.992779522, 0.996389761, 9
134.6823949, 96.69098632, 29.61993649, 0.996389761, 0.996389761, 1.992779522, 9
134.6823949, 98.68376584, 23.64159793, 0.996389761, 0.996389761, 1.992779522, 9
120.7329382, 98.68376584, 30.61632625, 0.996389761, 0.996389761, 0.996389761, 9
122.7257177, 94.6982068, 28.62354673, 0.996389761, 0.996389761, 0.996389761, 9
122.7257177, 96.69098632, 30.61632625, 0.996389761, 0.996389761, 0.996389761, 9
124.7184973, 104.6621044, 22.64520817, 0.996389761, 0.996389761, 0.996389761, 9
124.7184973, 106.6548839, 28.62354673, 0.996389761, 0.996389761, 0.996389761, 9
126.7112768, 98.68376584, 32.60910578, 0.996389761, 0.996389761, 0.996389761, 9
128.7040563, 98.68376584, 20.65242865, 0.996389761, 0.996389761, 0.996389761, 9
130.6968358, 96.69098632, 32.60910578, 0.996389761, 0.996389761, 0.996389761, 9
132.6896154, 92.70542728, 28.62354673, 0.996389761, 0.996389761, 0.996389761, 9
134.6823949, 94.6982068, 22.64520817, 0.996389761, 0.996389761, 0.996389761, 9
134.6823949, 96.69098632, 24.63798769, 0.996389761, 0.996389761, 0.996389761, 9
134.6823949, 98.68376584, 28.62354673, 0.996389761, 0.996389761, 0.996389761, 9
